Year,Race_ID,Stage,Category
2021.0,6.0,3.0,Smaakupert-MF
2021.0,6.0,4.0,Smaakupert
2021.0,6.0,5.0,Flatt
2021.0,6.0,6.0,Fjell
2021.0,19.0,1.0,Flatt
2021.0,19.0,2.0,Smaakupert-MF
2021.0,19.0,3.0,Smaakupert
2021.0,19.0,4.0,Smaakupert-MF
2021.0,19.0,5.0,Smaakupert-MF
2021.0,19.0,6.0,Tempo
2021.0,19.0,7.0,Flatt
2021.0,21.0,1.0,Flatt
2021.0,21.0,2.0,Tempo
2021.0,21.0,3.0,Flatt
2021.0,21.0,4.0,Flatt
2021.0,21.0,5.0,Smaakupert
2021.0,21.0,6.0,Smaakupert
2021.0,21.0,7.0,Brosten
2021.0,9800.0,1.0,Flatt
2021.0,9800.0,2.0,Tempo
2021.0,9800.0,3.0,Fjell-MF
2021.0,9800.0,4.0,Flatt
2021.0,9800.0,5.0,Fjell-MF
2021.0,9800.0,6.0,Flatt
2021.0,9800.0,7.0,Flatt
